10	0.15221789291122495	1.5221789291122496
30	0.08664252613353159	2.5992757840059477
50	0.06438121899539667	3.2190609497698337
70	0.051875637101650614	3.631294597115543
90	0.04359522880176063	3.9235705921584567
110	0.03760558814556322	4.136614696011954
130	0.033024722427977285	4.293213915637047
150	0.029383991978204047	4.407598796730607
170	0.026407830253082163	4.489331143023968
190	0.023922008416392415	4.545181599114559
200	0.022825057237303846	4.565011447460769
300	0.015210855320606538	4.5632565961819616
400	0.010891380928229005	4.356552371291602
500	0.008122395370513376	4.061197685256688
600	0.006218366525935134	3.7310199155610806
700	0.004848483515378127	3.393938460764689
800	0.0038314623861656918	3.0651699089325533
900	0.0030589293702564372	2.7530364332307933
1000	0.002461869355777246	2.461869355777246
1100	0.0019941787815497356	2.193596659704709
1200	0.0016238911133905037	1.9486693360686045
1300	0.0013281756880693216	1.726628394490118
1400	0.001090331533872789	1.5264641474219047
1500	0.000897899570427929	1.3468493556418935
1600	0.000741432939143682	1.186292702629891
1700	0.0006136707946650154	1.0432403509305261
1800	0.0005089682421237248	0.9161428358227046
1900	0.0004228938926773979	0.803498396087056
