10	0.16952416161876452	1.6952416161876451
30	0.09857025590991768	2.95710767729753
50	0.07150571743729697	3.575285871864849
70	0.05606161505781976	3.924313054047383
90	0.04581165355637638	4.123048820073874
110	0.03842422513131854	4.226664764445039
130	0.032814206484462684	4.265846842980149
150	0.028397126084765988	4.259568912714898
170	0.024825950410452127	4.220411569776862
190	0.021879672504072	4.15713777577368
200	0.02059252864697982	4.118505729395964
300	0.011979935694286042	3.593980708285813
400	0.007493371028323305	2.997348411329322
500	0.004880060995567526	2.4400304977837632
600	0.003260089415992568	1.9560536495955407
700	0.0022159912898706627	1.551193902909464
800	0.001525186859868156	1.220149487894525
900	0.0010595739758307665	0.9536165782476899
1000	0.0007414299488059245	0.7414299488059245
1100	0.0005217836463399409	0.5739620109739351
1200	0.00036891052661825336	0.44269263194190406
1300	0.0002618247334900032	0.3403721535370041
1400	0.000186419630298766	0.2609874824182724
1500	0.00013309320658147974	0.1996398098722196
1600	9.524426397234114e-05	0.1523908223557458
1700	6.829804113132551e-05	0.11610666992325336
1800	4.9063261815261394e-05	0.0883138712674705
1900	3.530160486461585e-05	0.06707304924277012
