10	0.11354119912781026	1.1354119912781027
30	0.05045807123972053	1.5137421371916158
50	0.03692701035188928	1.846350517594464
70	0.03040643043794497	2.128450130656148
90	0.02630939711866004	2.3678457406794036
110	0.023398508284802118	2.5738359113282328
130	0.021183872417794417	2.753903414313274
150	0.01942338194861117	2.9135072922916754
170	0.017979852893658377	3.056574991921924
190	0.016768304424962747	3.185977840742922
200	0.01623124517532669	3.246249035065338
300	0.012430271418756049	3.7290814256268145
400	0.010164737591436167	4.065895036574467
500	0.008624283791914213	4.312141895957106
600	0.007493480554718011	4.496088332830807
700	0.006620579552881092	4.6344056870167645
800	0.005922338729293567	4.737870983434854
900	0.005348785532257574	4.813906979031817
1000	0.004867869881014078	4.867869881014078
1100	0.004457968243701786	4.903765068071964
1200	0.004103894515408334	4.924673418490001
1300	0.003794630309881598	4.933019402846077
1400	0.003521962283319634	4.930747196647487
1500	0.00327962707226351	4.9194406083952655
1600	0.0030627545311649844	4.900407249863975
1700	0.0028674936164258978	4.874739147924026
1800	0.002690754094175154	4.843357369515277
1900	0.0025300239562458084	4.807045516867036
